music_id,artist_names,track_name,genre,track_length_sec,release_country,tempo,mean_mel,mean_rms,max_rms,mean_zcr,std_zcr,mean_centroid
407,"Playboi Carti, Travis Scott",WAKE UP F1LTHY (with Travis Scott),Hip-Hop/Rap,148.053,USA,123.05,-42.1,0.230100005865097,0.4878000020980835,0.1115,0.09,2818.2
408,"Playboi Carti, Future",TRIM (with Future),Hip-Hop/Rap,228.267,USA,136.0,-42.36,0.2563999891281128,0.481900006532669,0.071,0.05,2443.98
409,Playboi Carti,COCAINE NOSE,Hip-Hop/Rap,202.162,USA,136.0,-36.72,0.2878000140190124,0.4512999951839447,0.108,0.06,2658.52
410,"Playboi Carti, Young Thug, Ty Dolla $ign",WE NEED ALL DA VIBES (with Young Thug & Ty Dolla $ign),Hip-Hop/Rap,136.267,USA,89.1,-43.33,0.2148000001907348,0.504800021648407,0.1091,0.08,2897.23
411,"Playboi Carti, Lil Uzi Vert",JUMPIN (with Lil Uzi Vert),Hip-Hop/Rap,171.828,USA,143.55,-45.73,0.3470999896526336,0.6341999769210815,0.0718,0.11,2665.48
412,Playboi Carti,HBA,Hip-Hop/Rap,191.703,USA,143.55,-43.96,0.3743000030517578,0.5648000240325928,0.0587,0.06,2969.59
413,"Playboi Carti, Lil Uzi Vert",TWIN TRIM (with Lil Uzi Vert),Hip-Hop/Rap,207.039,USA,143.55,-44.77,0.1960999965667724,0.4347999989986419,0.1271,0.1,2980.63
414,Playboi Carti,OLYMPIAN,,,,103.36,-38.65,0.3332000076770782,0.4189000129699707,0.0522,0.04,2500.81
415,Playboi Carti,LIKE WEEZY,Hip-Hop/Rap,191.703,USA,152.0,-42.15,0.3016000092029571,0.5008000135421753,0.1049,0.1,3332.22
416,Playboi Carti,OPM BABI,,,,78.3,-40.67,0.3346999883651733,0.48989999294281,0.0852,0.08,3338.34
417,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Pop,156.943,USA,129.2,-51.71,0.1172000020742416,0.39410001039505,0.0967,0.08,2137.58
418,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras) - Orchestral Version,Pop,156.943,USA,129.2,-41.54,0.1856999993324279,0.3761000037193298,0.104,0.06,2476.22
419,NMIXX,KNOW ABOUT ME,K-Pop,165.773,USA,112.35,-44.86,0.3346000015735626,0.6413000226020813,0.0747,0.06,2305.78
420,NMIXX,Slingshot (＜★),K-Pop,142.613,USA,123.05,-40.15,0.1694999933242797,0.3328000009059906,0.1189,0.09,2635.24
421,NMIXX,Papillon,K-Pop,158.04,USA,152.0,-39.37,0.1807000041007995,0.385699987411499,0.1258,0.07,2825.75
422,NMIXX,Golden Recipe,K-Pop,181.787,USA,129.2,-46.64,0.1906999945640564,0.3086000084877014,0.0787,0.08,2728.22
423,"Sik-K, Lil Moshpit, Bryan Chase, Okasian","LOV3 (Feat. Bryan Chase, Okasian)",,,,129.2,-39.72,0.3138999938964844,0.6513000130653381,0.1325,0.07,3377.65
424,NMIXX,Ocean,K-Pop,170.08,USA,172.27,-44.66,0.1262000054121017,0.3346000015735626,0.1084,0.07,2623.7
425,OVAN,Flower,Hip-Hop/Rap,169.773,USA,89.1,-45.93,0.2152999937534332,0.4223000109195709,0.0683,0.05,2075.43
426,"MARK, HAECHAN",+82 Pressin',K-Pop,202.4,USA,107.67,-44.79,0.2151000052690506,0.5878000259399414,0.1245,0.09,2777.99
427,STAYC,BEBE - Japanese ver.,K-Pop,179.392,USA,123.05,-39.4,0.2754999995231628,0.5091999769210815,0.1115,0.06,2726.08
428,Lil Tecca,Dark Thoughts,Hip-Hop/Rap,136.991,USA,103.36,-47.55,0.2928999960422516,0.7839999794960022,0.1209,0.1,2586.05
429,MINNIE,HER,K-Pop,159.797,USA,129.2,-45.77,0.2958000004291534,0.6144999861717224,0.0844,0.09,2182.26
430,"Car, the garden",Home Sweet Home,Rock,205.939,USA,80.75,-42.79,0.2581999897956848,0.4679999947547912,0.0713,0.04,1844.24
431,j-hope,MONA LISA,K-Pop,137.192,USA,136.0,-51.29,0.2460999935865402,0.7093999981880188,0.0874,0.08,2276.61
432,"Jack Harlow, Doja Cat",Just Us (feat. Doja Cat),Hip-Hop/Rap,172.877,USA,136.0,-45.66,0.2739999890327453,0.6396999955177307,0.0762,0.07,2537.29
433,ILLIT,Almond Chocolate (Korean Ver.),K-Pop,201.76,USA,107.67,-41.53,0.322299987077713,0.6503999829292297,0.0992,0.06,2417.94
434,Song Sohee,Not a Dream,K-Pop,252.0,USA,152.0,-44.2,0.1163000017404556,0.2344000041484832,0.0842,0.05,1998.32
435,BOL4,Bom,Folk,217.045,USA,99.38,-43.03,0.2488999962806701,0.4830999970436096,0.0989,0.05,2087.05
436,LUCY,Flowering,Rock,251.293,USA,129.2,-40.9,0.2258999943733215,0.4323999881744385,0.1448,0.07,3020.84
437,"Loco, YUJU",Spring Is Gone by chance,Soundtrack,201.0,USA,99.38,-45.77,0.2067999988794326,0.5432000160217285,0.1288,0.08,2740.91
438,Martin Smith,Paint On Spring - Remastering,Singer/Songwriter,232.228,USA,99.38,-42.07,0.276199996471405,0.5776000022888184,0.1114,0.08,2614.65
439,Playboi Carti,2024,Hip-Hop/Rap,148.053,USA,152.0,-41.65,0.3138000071048736,0.5044999718666077,0.0876,0.08,2958.39
440,Playboi Carti,FOMDJ,Hip-Hop/Rap,149.078,USA,143.55,-38.63,0.3425000011920929,0.4679000079631805,0.0683,0.04,2460.54
441,"Playboi Carti, Travis Scott",BACKR00MS (with Travis Scott),Hip-Hop/Rap,175.721,USA,143.55,-41.66,0.3100000023841858,0.4413000047206878,0.0688,0.05,2836.91
442,LUCY,Wakey Wakey,Rock,160.109,USA,143.55,-43.07,0.1949999928474426,0.4079000055789947,0.1122,0.06,2458.57
443,Ariana Grande,twilight zone,Pop,198.32,USA,117.45,-46.36,0.2540000081062317,0.479200005531311,0.0663,0.04,2019.33
444,Stray Kids,CINEMA (리노 & 승민) CINEMA (Lee Know & Seungmin),K-Pop,221.347,USA,95.7,-42.02,0.098700001835823,0.1976000070571899,0.0865,0.05,2039.76
445,Ai Higuchi,Akuma no Ko,J-Pop,227.673,USA,89.1,-46.54,0.1985000073909759,0.4733000099658966,0.0932,0.06,2136.95
446,BEOMGYU,Panic,K-Pop,188.013,USA,89.1,-44.24,0.2592999935150146,0.5658000111579895,0.09,0.04,2349.0
447,Hebi,EVER,K-Pop,201.307,USA,86.13,-41.83,0.2207999974489212,0.4566999971866607,0.1107,0.06,2465.96
448,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Hip-Hop/Rap,175.802,USA,86.13,-45.45,0.3327000141143799,0.6383000016212463,0.0669,0.05,2109.4
449,HANRORO,Let Me Love My Youth,Rock,248.408,USA,161.5,-42.06,0.2775999903678894,0.465499997138977,0.0764,0.04,2008.52
450,izna,SIGN,K-Pop,166.613,USA,123.05,-46.29,0.2469000071287155,0.5544000267982483,0.1075,0.08,2711.41
451,Busker Busker,Cherry Blossom Ending,K-Pop,260.518,USA,117.45,-45.04,0.2495999932289123,0.519599974155426,0.0747,0.04,1938.29
452,Drake,NOKIA,R&B/Soul,241.023,USA,107.67,-42.24,0.2198999971151352,0.4298999905586242,0.1022,0.08,2655.22
453,C JAMM,LAYERED,Hip-Hop/Rap,187.052,USA,143.55,-42.37,0.266400009393692,0.5681999921798706,0.1238,0.08,2833.47
454,Ed Sheeran,Azizam,Pop,162.029,USA,129.2,-45.61,0.1289000064134597,0.4370000064373016,0.1002,0.06,2430.72
455,Kenshi Yonezu,感電,J-Pop,264.545,USA,103.36,-43.27,0.2157000005245208,0.526199996471405,0.1005,0.06,2384.65
456,HYUN SEO,DayDream,R&B/Soul,181.067,USA,123.05,-39.54,0.2276999950408935,0.441100001335144,0.1128,0.07,2378.17
457,BOL4,Galaxy,Singer/Songwriter,213.853,USA,83.35,-40.76,0.3106000125408172,0.5397999882698059,0.0938,0.04,2226.05
458,고추잠자리,작은 봄,Pop,222.04,USA,112.35,-44.53,0.1977999955415725,0.4386999905109405,0.0861,0.05,2219.6
459,AKMU,200%,K-Pop,193.321,USA,103.36,-40.3,0.1840000003576278,0.3291999995708465,0.103,0.06,2270.6
460,10CM,What The Spring??,Folk,205.752,USA,95.7,-48.31,0.1691000014543533,0.3869999945163727,0.0701,0.05,2179.75
461,AKMU,Give Love,K-Pop,176.532,USA,95.7,-37.26,0.2026000022888183,0.3416999876499176,0.1056,0.04,2318.48
462,The Black Skirts,1:05,Indie Rock,240.0,USA,172.27,-43.99,0.2635999917984009,0.5209000110626221,0.0644,0.04,1805.07
463,MARK,1999,K-Pop,205.027,USA,107.67,-40.01,0.2820000052452087,0.5198000073432922,0.1256,0.09,3140.19
464,"D-Hack, PATEKO",OHAYO MY NIGHT,K-Pop,238.737,USA,95.7,-41.64,0.2657000124454498,0.4860999882221222,0.0965,0.06,2177.51
465,MAKTUB,The Eternal Moment,R&B/Soul,244.173,USA,152.0,-43.82,0.1949999928474426,0.4208999872207641,0.093,0.05,2193.18
466,"The Chainsmokers, Coldplay",Something Just Like This,Dance,247.165,USA,103.36,-46.09,0.215499997138977,0.5942999720573425,0.0839,0.06,2305.87
467,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Hip-Hop/Rap,191.703,USA,152.0,-43.64,0.3133000135421753,0.6730999946594238,0.1137,0.08,2686.92
468,KANGDANIEL,Mess,Rock,153.747,USA,152.0,-44.77,0.2587999999523163,0.5302000045776367,0.0876,0.06,2389.78
469,데이먼스 이어 Damons year,josee!,R&B/Soul,123.913,USA,152.0,-51.58,0.246299996972084,0.4426000118255615,0.0373,0.02,1062.73
470,Yerin Baek,Antifreeze,Singer/Songwriter,245.84,USA,123.05,-46.77,0.2129999995231628,0.4544000029563904,0.0636,0.04,1800.16
471,Lana Del Rey,"Henry, come on",Alternative,311.269,USA,103.36,-48.96,0.1702000051736831,0.4086000025272369,0.0508,0.04,1288.09
472,BOL4,Some,K-Pop,181.373,USA,103.36,-42.78,0.2619999945163727,0.4871000051498413,0.1066,0.06,2266.8
473,NCT WISH,poppop,K-Pop,182.133,USA,129.2,-40.18,0.067900002002716,0.1477999985218048,0.1113,0.06,2857.8
474,NCT WISH,Melt Inside My Pocket,K-Pop,191.067,USA,89.1,-39.09,0.2408999949693679,0.51910001039505,0.1357,0.06,2922.56
475,Lim Young Woong,Heavenly Ever After,K-Pop,295.413,USA,95.7,-51.28,0.1798000037670135,0.3842999935150146,0.0507,0.05,1329.22
476,NCT WISH,1000,K-Pop,171.2,USA,143.55,-42.87,0.2335000038146972,0.5041000247001648,0.1124,0.07,2665.35
477,NCT WISH,Silly Dance,K-Pop,182.187,USA,123.05,-36.52,0.2655999958515167,0.5253999829292297,0.1251,0.07,2657.21
478,NCT WISH,Design,K-Pop,179.053,USA,103.36,-40.46,0.2662000060081482,0.5386999845504761,0.1277,0.07,3022.12
479,NCT WISH,Still 3PM,K-Pop,165.133,USA,117.45,-38.51,0.2576999962329864,0.5145000219345093,0.1376,0.06,3054.47
480,Coldplay,Yellow,Alternative,269.208,USA,86.13,-39.87,0.2257000058889389,0.4266999959945678,0.097,0.05,2233.07
481,SPYAIR,サムライハート(Some Like It Hot!!),Rock,227.935,USA,112.35,-37.49,0.231000006198883,0.421999990940094,0.1619,0.07,3039.05
482,Coldplay,The Scientist,Alternative,308.93,USA,143.55,-40.19,0.197500005364418,0.3659000098705292,0.0767,0.05,1827.35
483,Coldplay,Paradise,Alternative,277.61,USA,143.55,-41.99,0.1802999973297119,0.4045999944210052,0.1082,0.06,2391.1
484,"Coldplay, BTS",My Universe,Pop,226.198,USA,103.36,-44.52,0.2400999963283538,0.5249999761581421,0.0863,0.06,2117.96
485,Coldplay,Adventure of a Lifetime,Alternative,263.787,USA,112.35,-45.68,0.1265999972820282,0.2653000056743622,0.1323,0.13,2460.5
486,Coldplay,A Sky Full of Stars,Alternative,268.466,USA,123.05,-42.91,0.2071000039577484,0.4961000084877014,0.0773,0.04,1992.07
487,Coldplay,Hymn for the Weekend,Alternative,258.827,USA,89.1,-42.06,0.1283999979496002,0.2811000049114227,0.1268,0.07,2580.17
488,Coldplay,Fix You,Alternative,294.992,USA,143.55,-42.82,0.1011999994516372,0.2311999946832656,0.0935,0.05,1887.73
489,Coldplay,Higher Power,Alternative,211.295,USA,89.1,-44.7,0.2197999954223632,0.5153999924659729,0.0866,0.05,2050.85
490,Coldplay,Clocks,Alternative,306.906,USA,129.2,-40.93,0.2179999947547912,0.3562000095844269,0.07,0.04,1702.25
491,Coldplay,Sparks,Alternative,227.094,USA,136.0,-47.62,0.2101999968290329,0.3989999890327453,0.0414,0.04,1454.41
492,Kim Seungmin,Hope You're Doing Well,R&B/Soul,184.566,USA,92.29,-46.66,0.1941999942064285,0.534600019454956,0.0963,0.06,2277.12
493,TWS,Countdown!,K-Pop,150.027,USA,117.45,-39.58,0.2888000011444092,0.5771999955177307,0.1264,0.08,3109.68
494,Shawn Mendes,There's Nothing Holdin' Me Back,Pop,199.432,USA,123.05,-45.07,0.1052000001072883,0.2506999969482422,0.0928,0.07,2287.29
495,Lauv,Paris in the Rain,Pop,204.712,USA,89.1,-52.17,0.1738999933004379,0.6331999897956848,0.0817,0.06,2061.43
496,Hebi,Onward,K-Pop,208.027,USA,89.1,-35.93,0.2666999995708465,0.4393999874591827,0.1469,0.06,2789.23
497,"G-DRAGON, 황정민, Defconn, Hong Jinkyung, Jung Hyungdon, 조세호, Kian84, ANH SUNG JAE, TAEYANG, Jung Hae In, Hwang Kwang Hee, Yim Siwan, LEE SOO HYUK, DAESUNG, CODE KUNST, CL, KIM GO EUN, DAY6, BSS, aespa",Good Day 2025 (Telepathy + By the Moonlight Window),Pop,242.567,USA,107.67,-44.38,0.252700001001358,0.6308000087738037,0.1087,0.07,2624.43
498,LUCY,Hippo,Rock,216.067,USA,103.36,-39.06,0.2304999977350235,0.4638000130653381,0.1265,0.06,2515.95
499,Lorde,What Was That,Pop,209.286,USA,129.2,-47.1,0.3258000016212463,0.651199996471405,0.0628,0.07,1821.55
500,Coldplay,feelslikeimfallinginlove,Alternative,236.231,USA,123.05,-48.93,0.1237000003457069,0.2989999949932098,0.055,0.04,1473.28
501,MEOVV,HANDS UP,K-Pop,192.467,USA,92.29,-46.58,0.2544000148773193,0.5787000060081482,0.0895,0.07,2338.45
502,"JANNABI, KARINA",May the TENDERNESS be with you! (feat. KARINA of aespa),K-Pop,205.0,USA,136.0,-47.44,0.1739999949932098,0.4444000124931335,0.0777,0.04,1777.52
503,JANNABI,I WILL DIE FOR YOU♥x3,K-Pop,198.0,USA,99.38,-46.31,0.2232999950647354,0.6565999984741211,0.087,0.05,1961.9
504,Lim Young Woong,My Starry Love,K-Pop,230.813,USA,73.83,-48.37,0.1307000070810318,0.3461999893188476,0.084,0.08,1772.98
505,&TEAM,Go in Blind,J-Pop,158.787,USA,161.5,-45.18,0.2624000012874603,0.6299999952316284,0.0966,0.07,2329.08
506,JANNABI,I watched the sunset from the rooftop,K-Pop,202.0,USA,89.1,-46.43,0.2264000028371811,0.4361999928951263,0.0586,0.04,1636.63
507,JANNABI,"All the Boys and Girls, Pt.1 : Birdman",K-Pop,225.0,USA,143.55,-40.27,0.2125999927520752,0.4212000072002411,0.0699,0.03,1810.51
508,"PATEKO, Jayci yucca, Kid Wine",Think About You,Korean Rock,195.375,USA,80.75,-44.16,0.228300005197525,0.4293000102043152,0.0782,0.06,1940.41
509,JANNABI,FLASH,K-Pop,193.0,USA,107.67,-42.89,0.2035000026226043,0.4287999868392944,0.0794,0.05,1924.14
510,"Primary, CHOIZA, Zion.T","question mark (Feat. CHOIZA Of Dynamicduo, Zion.T)",,,,95.7,-39.76,0.2856000065803528,0.5128999948501587,0.1087,0.07,2482.64
511,"Lee Know, Seungmin, I.N",START!,Rock,219.507,USA,107.67,-40.06,0.2436999976634979,0.4587999880313873,0.1002,0.05,2397.29
512,FIFTY FIFTY,Pookie,K-Pop,152.813,USA,117.45,-45.76,0.2289000004529953,0.5181999802589417,0.0975,0.08,2421.65
513,"DONDA, Kanye West, Ye",TRUE LOVE,Hip-Hop/Rap,148.571,USA,83.35,-45.59,0.2511000037193298,0.5914999842643738,0.0829,0.05,2155.76
514,KATSEYE,Gnarly,Pop,137.581,USA,136.0,-42.76,0.2222999930381775,0.5997999906539917,0.1331,0.1,2847.34
515,"Maroon 5, LISA",Priceless (feat. LISA),Pop,163.353,USA,89.1,-41.2,0.1536999940872192,0.301800012588501,0.1051,0.07,2573.6
